IBGE;Chave Sem Acento;Chave Com Acento;Perímetro;IBGE;UF;MUNICIPIOS;CONCAT;Tabela Regional
3504008;SP - ASSIS;SP - Assis;V.tal;3504008;SP;ASSIS;SP - ASSIS;08. SP/RJ-Interior
3503950;SP - ASPASIA;SP - Aspásia;Fora do perimetro;3503950;SP;ASPASIA;SP - ASPASIA;FORA DO PERIMETRO VTAL
3503901;SP - ARUJA;SP - Arujá;Fora do perimetro;3503901;SP;ARUJA;SP - ARUJA;FORA DO PERIMETRO VTAL
3503802;SP - ARTUR NOGUEIRA;SP - Artur Nogueira;Fora do perimetro;3503802;SP;ARTUR NOGUEIRA;SP - ARTUR NOGUEIRA;FORA DO PERIMETRO VTAL
3503703;SP - ARIRANHA;SP - Ariranha;Fora do perimetro;3503703;SP;ARIRANHA;SP - ARIRANHA;FORA DO PERIMETRO VTAL
3503604;SP - AREIOPOLIS;SP - Areiópolis;Fora do perimetro;3503604;SP;AREIOPOLIS;SP - AREIOPOLIS;FORA DO PERIMETRO VTAL
3503505;SP - AREIAS;SP - Areias;Fora do perimetro;3503505;SP;AREIAS;SP - AREIAS;FORA DO PERIMETRO VTAL
3503406;SP - AREALVA;SP - Arealva;Fora do perimetro;3503406;SP;AREALVA;SP - AREALVA;FORA DO PERIMETRO VTAL
3503356;SP - ARCO-IRIS;SP - Arco-Íris;Fora do perimetro;3503356;SP;ARCO-IRIS;SP - ARCO-IRIS;FORA DO PERIMETRO VTAL
3503307;SP - ARARAS;SP - Araras;Fora do perimetro;3503307;SP;ARARAS;SP - ARARAS;FORA DO PERIMETRO VTAL
3503208;SP - ARARAQUARA;SP - Araraquara;V.tal;3503208;SP;ARARAQUARA;SP - ARARAQUARA;08. SP/RJ-Interior
3503158;SP - ARAPEI;SP - Arapeí;Fora do perimetro;3503158;SP;ARAPEI;SP - ARAPEI;FORA DO PERIMETRO VTAL
3503109;SP - ARANDU;SP - Arandu;Fora do perimetro;3503109;SP;ARANDU;SP - ARANDU;FORA DO PERIMETRO VTAL
3503000;SP - ARAMINA;SP - Aramina;Fora do perimetro;3503000;SP;ARAMINA;SP - ARAMINA;FORA DO PERIMETRO VTAL
3502903;SP - ARACOIABA DA SERRA;SP - Araçoiaba da Serra;Fora do perimetro;3502903;SP;ARACOIABA DA SERRA;SP - ARACOIABA DA SERRA;FORA DO PERIMETRO VTAL
3502804;SP - ARACATUBA;SP - Araçatuba;V.tal;3502804;SP;ARACATUBA;SP - ARACATUBA;08. SP/RJ-Interior
3502754;SP - ARACARIGUAMA;SP - Araçariguama;Fora do perimetro;3502754;SP;ARACARIGUAMA;SP - ARACARIGUAMA;FORA DO PERIMETRO VTAL
3502705;SP - APIAI;SP - Apiaí;Fora do perimetro;3502705;SP;APIAI;SP - APIAI;FORA DO PERIMETRO VTAL
3502606;SP - APARECIDA D OESTE;#N/D;Fora do perimetro;3502606;SP;APARECIDA D OESTE;SP - APARECIDA D OESTE;FORA DO PERIMETRO VTAL
3502507;SP - APARECIDA;SP - Aparecida;Fora do perimetro;3502507;SP;APARECIDA;SP - APARECIDA;FORA DO PERIMETRO VTAL
3502408;SP - ANHUMAS;SP - Anhumas;Fora do perimetro;3502408;SP;ANHUMAS;SP - ANHUMAS;FORA DO PERIMETRO VTAL
3502309;SP - ANHEMBI;SP - Anhembi;Fora do perimetro;3502309;SP;ANHEMBI;SP - ANHEMBI;FORA DO PERIMETRO VTAL
3502200;SP - ANGATUBA;SP - Angatuba;Fora do perimetro;3502200;SP;ANGATUBA;SP - ANGATUBA;FORA DO PERIMETRO VTAL
3502101;SP - ANDRADINA;SP - Andradina;V.tal;3502101;SP;ANDRADINA;SP - ANDRADINA;08. SP/RJ-Interior
3502002;SP - ANALANDIA;SP - Analândia;Fora do perimetro;3502002;SP;ANALANDIA;SP - ANALANDIA;FORA DO PERIMETRO VTAL
3501905;SP - AMPARO;SP - Amparo;Fora do perimetro;3501905;SP;AMPARO;SP - AMPARO;FORA DO PERIMETRO VTAL
3501806;SP - AMERICO DE CAMPOS;SP - Américo de Campos;Fora do perimetro;3501806;SP;AMERICO DE CAMPOS;SP - AMERICO DE CAMPOS;FORA DO PERIMETRO VTAL
3501707;SP - AMERICO BRASILIENSE;SP - Américo Brasiliense;Fora do perimetro;3501707;SP;AMERICO BRASILIENSE;SP - AMERICO BRASILIENSE;FORA DO PERIMETRO VTAL
3501608;SP - AMERICANA;SP - Americana;V.tal;3501608;SP;AMERICANA;SP - AMERICANA;08. SP/RJ-Interior
3501509;SP - ALVINLANDIA;SP - Alvinlândia;Fora do perimetro;3501509;SP;ALVINLANDIA;SP - ALVINLANDIA;FORA DO PERIMETRO VTAL
3501400;SP - ALVARO DE CARVALHO;SP - Álvaro de Carvalho;Fora do perimetro;3501400;SP;ALVARO DE CARVALHO;SP - ALVARO DE CARVALHO;FORA DO PERIMETRO VTAL
3501301;SP - ALVARES MACHADO;SP - Álvares Machado;Fora do perimetro;3501301;SP;ALVARES MACHADO;SP - ALVARES MACHADO;FORA DO PERIMETRO VTAL
3501202;SP - ALVARES FLORENCE;SP - Álvares Florence;Fora do perimetro;3501202;SP;ALVARES FLORENCE;SP - ALVARES FLORENCE;FORA DO PERIMETRO VTAL
3501152;SP - ALUMINIO;SP - Alumínio;Fora do perimetro;3501152;SP;ALUMINIO;SP - ALUMINIO;FORA DO PERIMETRO VTAL
3501103;SP - ALTO ALEGRE;SP - Alto Alegre;Fora do perimetro;3501103;SP;ALTO ALEGRE;SP - ALTO ALEGRE;FORA DO PERIMETRO VTAL
3501004;SP - ALTINOPOLIS;SP - Altinópolis;Fora do perimetro;3501004;SP;ALTINOPOLIS;SP - ALTINOPOLIS;FORA DO PERIMETRO VTAL
3500907;SP - ALTAIR;SP - Altair;Fora do perimetro;3500907;SP;ALTAIR;SP - ALTAIR;FORA DO PERIMETRO VTAL
3500808;SP - ALFREDO MARCONDES;SP - Alfredo Marcondes;Fora do perimetro;3500808;SP;ALFREDO MARCONDES;SP - ALFREDO MARCONDES;FORA DO PERIMETRO VTAL
3500758;SP - ALAMBARI;SP - Alambari;Fora do perimetro;3500758;SP;ALAMBARI;SP - ALAMBARI;FORA DO PERIMETRO VTAL
3500709;SP - AGUDOS;SP - Agudos;Fora do perimetro;3500709;SP;AGUDOS;SP - AGUDOS;FORA DO PERIMETRO VTAL
3500600;SP - AGUAS DE SAO PEDRO;SP - Águas de São Pedro;Fora do perimetro;3500600;SP;AGUAS DE SAO PEDRO;SP - AGUAS DE SAO PEDRO;FORA DO PERIMETRO VTAL
3500550;SP - AGUAS DE SANTA BARBARA;SP - Águas de Santa Bárbara;Fora do perimetro;3500550;SP;AGUAS DE SANTA BARBARA;SP - AGUAS DE SANTA BARBARA;FORA DO PERIMETRO VTAL
3500501;SP - AGUAS DE LINDOIA;SP - Águas de Lindóia;Fora do perimetro;3500501;SP;AGUAS DE LINDOIA;SP - AGUAS DE LINDOIA;FORA DO PERIMETRO VTAL
3500402;SP - AGUAS DA PRATA;SP - Águas da Prata;Fora do perimetro;3500402;SP;AGUAS DA PRATA;SP - AGUAS DA PRATA;FORA DO PERIMETRO VTAL
3500303;SP - AGUAI;SP - Aguaí;Fora do perimetro;3500303;SP;AGUAI;SP - AGUAI;FORA DO PERIMETRO VTAL
3500204;SP - ADOLFO;SP - Adolfo;Fora do perimetro;3500204;SP;ADOLFO;SP - ADOLFO;FORA DO PERIMETRO VTAL
3500105;SP - ADAMANTINA;SP - Adamantina;Fora do perimetro;3500105;SP;ADAMANTINA;SP - ADAMANTINA;FORA DO PERIMETRO VTAL
3306305;RJ - VOLTA REDONDA;RJ - Volta Redonda;V.tal;3306305;RJ;VOLTA REDONDA;RJ - VOLTA REDONDA;08. SP/RJ-Interior
3306206;RJ - VASSOURAS;RJ - Vassouras;V.tal;3306206;RJ;VASSOURAS;RJ - VASSOURAS;08. SP/RJ-Interior
3306156;RJ - VARRE SAI;#N/D;V.tal;3306156;RJ;VARRE SAI;RJ - VARRE SAI;08. SP/RJ-Interior
3306107;RJ - VALENCA;RJ - Valença;V.tal;3306107;RJ;VALENCA;RJ - VALENCA;08. SP/RJ-Interior
3306008;RJ - TRES RIOS;RJ - Três Rios;V.tal;3306008;RJ;TRES RIOS;RJ - TRES RIOS;08. SP/RJ-Interior
3305901;RJ - TRAJANO DE MORAIS;RJ - Trajano de Moraes;Fora do perimetro;3305901;RJ;TRAJANO DE MORAIS;RJ - TRAJANO DE MORAIS;FORA DO PERIMETRO VTAL
3305802;RJ - TERESOPOLIS;RJ - Teresópolis;V.tal;3305802;RJ;TERESOPOLIS;RJ - TERESOPOLIS;08. SP/RJ-Interior
3305752;RJ - TANGUA;RJ - Tanguá;V.tal;3305752;RJ;TANGUA;RJ - TANGUA;08. SP/RJ-Interior
3305703;RJ - SUMIDOURO;RJ - Sumidouro;Fora do perimetro;3305703;RJ;SUMIDOURO;RJ - SUMIDOURO;FORA DO PERIMETRO VTAL
3305604;RJ - SILVA JARDIM;RJ - Silva Jardim;V.tal;3305604;RJ;SILVA JARDIM;RJ - SILVA JARDIM;08. SP/RJ-Interior
3305554;RJ - SEROPEDICA;RJ - Seropédica;V.tal;3305554;RJ;SEROPEDICA;RJ - SEROPEDICA;08. SP/RJ-Interior
3305505;RJ - SAQUAREMA;RJ - Saquarema;V.tal;3305505;RJ;SAQUAREMA;RJ - SAQUAREMA;08. SP/RJ-Interior
3305406;RJ - SAPUCAIA;RJ - Sapucaia;Fora do perimetro;3305406;RJ;SAPUCAIA;RJ - SAPUCAIA;FORA DO PERIMETRO VTAL
3305307;RJ - SAO SEBASTIAO DO ALTO;RJ - São Sebastião do Alto;V.tal;3305307;RJ;SAO SEBASTIAO DO ALTO;RJ - SAO SEBASTIAO DO ALTO;08. SP/RJ-Interior
3305208;RJ - SAO PEDRO DA ALDEIA;RJ - São Pedro da Aldeia;V.tal;3305208;RJ;SAO PEDRO DA ALDEIA;RJ - SAO PEDRO DA ALDEIA;08. SP/RJ-Interior
3305158;RJ - SAO JOSE DO VALE DO RIO PRETO;RJ - São José do Vale do Rio Preto;V.tal;3305158;RJ;SAO JOSE DO VALE DO RIO PRETO;RJ - SAO JOSE DO VALE DO RIO PRETO;08. SP/RJ-Interior
3305133;RJ - SAO JOSE DE UBA;RJ - São José de Ubá;V.tal;3305133;RJ;SAO JOSE DE UBA;RJ - SAO JOSE DE UBA;08. SP/RJ-Interior
3305109;RJ - SAO JOAO DE MERITI;RJ - São João de Meriti;V.tal;3305109;RJ;SAO JOAO DE MERITI;RJ - SAO JOAO DE MERITI;13. RJ-Metro
3305000;RJ - SAO JOAO DA BARRA;RJ - São João da Barra;Fora do perimetro;3305000;RJ;SAO JOAO DA BARRA;RJ - SAO JOAO DA BARRA;FORA DO PERIMETRO VTAL
3304904;RJ - SAO GONCALO;RJ - São Gonçalo;V.tal;3304904;RJ;SAO GONCALO;RJ - SAO GONCALO;13. RJ-Metro
3304805;RJ - SAO FIDELIS;RJ - São Fidélis;V.tal;3304805;RJ;SAO FIDELIS;RJ - SAO FIDELIS;08. SP/RJ-Interior
3304755;RJ - SAO FRANCISCO DE ITABAPOANA;RJ - São Francisco de Itabapoana;Fora do perimetro;3304755;RJ;SAO FRANCISCO DE ITABAPOANA;RJ - SAO FRANCISCO DE ITABAPOANA;FORA DO PERIMETRO VTAL
3304706;RJ - SANTO ANTONIO DE PADUA;RJ - Santo Antônio de Pádua;V.tal;3304706;RJ;SANTO ANTONIO DE PADUA;RJ - SANTO ANTONIO DE PADUA;08. SP/RJ-Interior
3304607;RJ - SANTA MARIA MADALENA;RJ - Santa Maria Madalena;Fora do perimetro;3304607;RJ;SANTA MARIA MADALENA;RJ - SANTA MARIA MADALENA;FORA DO PERIMETRO VTAL
3304557;RJ - RIO DE JANEIRO;RJ - Rio de Janeiro;V.tal;3304557;RJ;RIO DE JANEIRO;RJ - RIO DE JANEIRO;03. RJ-Capital
3304524;RJ - RIO DAS OSTRAS;RJ - Rio das Ostras;V.tal;3304524;RJ;RIO DAS OSTRAS;RJ - RIO DAS OSTRAS;08. SP/RJ-Interior
3304508;RJ - RIO DAS FLORES;RJ - Rio das Flores;V.tal;3304508;RJ;RIO DAS FLORES;RJ - RIO DAS FLORES;08. SP/RJ-Interior
3304409;RJ - RIO CLARO;RJ - Rio Claro;V.tal;3304409;RJ;RIO CLARO;RJ - RIO CLARO;08. SP/RJ-Interior
3304300;RJ - RIO BONITO;RJ - Rio Bonito;V.tal;3304300;RJ;RIO BONITO;RJ - RIO BONITO;08. SP/RJ-Interior
3304201;RJ - RESENDE;RJ - Resende;V.tal;3304201;RJ;RESENDE;RJ - RESENDE;08. SP/RJ-Interior
3304151;RJ - QUISSAMA;RJ - Quissamã;V.tal;3304151;RJ;QUISSAMA;RJ - QUISSAMA;08. SP/RJ-Interior
3304144;RJ - QUEIMADOS;RJ - Queimados;V.tal;3304144;RJ;QUEIMADOS;RJ - QUEIMADOS;08. SP/RJ-Interior
3304128;RJ - QUATIS;RJ - Quatis;V.tal;3304128;RJ;QUATIS;RJ - QUATIS;08. SP/RJ-Interior
3304110;RJ - PORTO REAL;RJ - Porto Real;V.tal;3304110;RJ;PORTO REAL;RJ - PORTO REAL;08. SP/RJ-Interior
3304102;RJ - PORCIUNCULA;RJ - Porciúncula;V.tal;3304102;RJ;PORCIUNCULA;RJ - PORCIUNCULA;08. SP/RJ-Interior
3304003;RJ - PIRAI;RJ - Piraí;V.tal;3304003;RJ;PIRAI;RJ - PIRAI;08. SP/RJ-Interior
3303955;RJ - PINHEIRAL;RJ - Pinheiral;V.tal;3303955;RJ;PINHEIRAL;RJ - PINHEIRAL;08. SP/RJ-Interior
3303906;RJ - PETROPOLIS;RJ - Petrópolis;V.tal;3303906;RJ;PETROPOLIS;RJ - PETROPOLIS;08. SP/RJ-Interior
3303856;RJ - PATY DO ALFERES;RJ - Paty do Alferes;V.tal;3303856;RJ;PATY DO ALFERES;RJ - PATY DO ALFERES;08. SP/RJ-Interior
3303807;RJ - PARATI;RJ - Paraty;V.tal;3303807;RJ;PARATI;RJ - PARATI;08. SP/RJ-Interior
3303708;RJ - PARAIBA DO SUL;RJ - Paraíba do Sul;V.tal;3303708;RJ;PARAIBA DO SUL;RJ - PARAIBA DO SUL;08. SP/RJ-Interior
3303609;RJ - PARACAMBI;RJ - Paracambi;V.tal;3303609;RJ;PARACAMBI;RJ - PARACAMBI;08. SP/RJ-Interior
3303500;RJ - NOVA IGUACU;RJ - Nova Iguaçu;V.tal;3303500;RJ;NOVA IGUACU;RJ - NOVA IGUACU;13. RJ-Metro
3303401;RJ - NOVA FRIBURGO;RJ - Nova Friburgo;V.tal;3303401;RJ;NOVA FRIBURGO;RJ - NOVA FRIBURGO;08. SP/RJ-Interior
3303302;RJ - NITEROI;RJ - Niterói;V.tal;3303302;RJ;NITEROI;RJ - NITEROI;13. RJ-Metro
3303203;RJ - NILOPOLIS;RJ - Nilópolis;V.tal;3303203;RJ;NILOPOLIS;RJ - NILOPOLIS;13. RJ-Metro
3303104;RJ - NATIVIDADE;RJ - Natividade;V.tal;3303104;RJ;NATIVIDADE;RJ - NATIVIDADE;08. SP/RJ-Interior
3303005;RJ - MIRACEMA;RJ - Miracema;V.tal;3303005;RJ;MIRACEMA;RJ - MIRACEMA;08. SP/RJ-Interior
3302908;RJ - MIGUEL PEREIRA;RJ - Miguel Pereira;V.tal;3302908;RJ;MIGUEL PEREIRA;RJ - MIGUEL PEREIRA;08. SP/RJ-Interior
3302858;RJ - MESQUITA;RJ - Mesquita;V.tal;3302858;RJ;MESQUITA;RJ - MESQUITA;13. RJ-Metro
3302809;RJ - MENDES;RJ - Mendes;V.tal;3302809;RJ;MENDES;RJ - MENDES;08. SP/RJ-Interior
3302700;RJ - MARICA;RJ - Maricá;V.tal;3302700;RJ;MARICA;RJ - MARICA;08. SP/RJ-Interior
3302601;RJ - MANGARATIBA;RJ - Mangaratiba;V.tal;3302601;RJ;MANGARATIBA;RJ - MANGARATIBA;08. SP/RJ-Interior
3302502;RJ - MAGE;RJ - Magé;V.tal;3302502;RJ;MAGE;RJ - MAGE;08. SP/RJ-Interior
3302452;RJ - MACUCO;RJ - Macuco;V.tal;3302452;RJ;MACUCO;RJ - MACUCO;08. SP/RJ-Interior
3302403;RJ - MACAE;RJ - Macaé;V.tal;3302403;RJ;MACAE;RJ - MACAE;08. SP/RJ-Interior
3302304;RJ - LAJE DO MURIAE;RJ - Laje do Muriaé;V.tal;3302304;RJ;LAJE DO MURIAE;RJ - LAJE DO MURIAE;08. SP/RJ-Interior
3302270;RJ - JAPERI;RJ - Japeri;V.tal;3302270;RJ;JAPERI;RJ - JAPERI;08. SP/RJ-Interior
3302254;RJ - ITATIAIA;RJ - Itatiaia;V.tal;3302254;RJ;ITATIAIA;RJ - ITATIAIA;08. SP/RJ-Interior
3302205;RJ - ITAPERUNA;RJ - Itaperuna;V.tal;3302205;RJ;ITAPERUNA;RJ - ITAPERUNA;08. SP/RJ-Interior
3302106;RJ - ITAOCARA;RJ - Itaocara;V.tal;3302106;RJ;ITAOCARA;RJ - ITAOCARA;08. SP/RJ-Interior
3302056;RJ - ITALVA;RJ - Italva;V.tal;3302056;RJ;ITALVA;RJ - ITALVA;08. SP/RJ-Interior
3302007;RJ - ITAGUAI;RJ - Itaguaí;V.tal;3302007;RJ;ITAGUAI;RJ - ITAGUAI;13. RJ-Metro
3301900;RJ - ITABORAI;RJ - Itaboraí;V.tal;3301900;RJ;ITABORAI;RJ - ITABORAI;08. SP/RJ-Interior
3301876;RJ - IGUABA GRANDE;RJ - Iguaba Grande;V.tal;3301876;RJ;IGUABA GRANDE;RJ - IGUABA GRANDE;08. SP/RJ-Interior
3301850;RJ - GUAPIMIRIM;RJ - Guapimirim;V.tal;3301850;RJ;GUAPIMIRIM;RJ - GUAPIMIRIM;08. SP/RJ-Interior
3301801;RJ - ENGENHEIRO PAULO DE FRONTIN;RJ - Engenheiro Paulo de Frontin;V.tal;3301801;RJ;ENGENHEIRO PAULO DE FRONTIN;RJ - ENGENHEIRO PAULO DE FRONTIN;08. SP/RJ-Interior
3301702;RJ - DUQUE DE CAXIAS;RJ - Duque de Caxias;V.tal;3301702;RJ;DUQUE DE CAXIAS;RJ - DUQUE DE CAXIAS;13. RJ-Metro
3301603;RJ - DUAS BARRAS;RJ - Duas Barras;Fora do perimetro;3301603;RJ;DUAS BARRAS;RJ - DUAS BARRAS;FORA DO PERIMETRO VTAL
3301504;RJ - CORDEIRO;RJ - Cordeiro;V.tal;3301504;RJ;CORDEIRO;RJ - CORDEIRO;08. SP/RJ-Interior
3301405;RJ - CONCEICAO DE MACABU;RJ - Conceição de Macabu;V.tal;3301405;RJ;CONCEICAO DE MACABU;RJ - CONCEICAO DE MACABU;08. SP/RJ-Interior
3301306;RJ - CASIMIRO DE ABREU;RJ - Casimiro de Abreu;V.tal;3301306;RJ;CASIMIRO DE ABREU;RJ - CASIMIRO DE ABREU;08. SP/RJ-Interior
3301207;RJ - CARMO;RJ - Carmo;Fora do perimetro;3301207;RJ;CARMO;RJ - CARMO;FORA DO PERIMETRO VTAL
3301157;RJ - CARDOSO MOREIRA;RJ - Cardoso Moreira;V.tal;3301157;RJ;CARDOSO MOREIRA;RJ - CARDOSO MOREIRA;08. SP/RJ-Interior
3301108;RJ - CANTAGALO;RJ - Cantagalo;V.tal;3301108;RJ;CANTAGALO;RJ - CANTAGALO;08. SP/RJ-Interior
3301009;RJ - CAMPOS DOS GOYTACAZES;RJ - Campos dos Goytacazes;V.tal;3301009;RJ;CAMPOS DOS GOYTACAZES;RJ - CAMPOS DOS GOYTACAZES;08. SP/RJ-Interior
3300951;RJ - COMENDADOR LEVY GASPARIAN;RJ - Comendador Levy Gasparian;V.tal;3300951;RJ;COMENDADOR LEVY GASPARIAN;RJ - COMENDADOR LEVY GASPARIAN;08. SP/RJ-Interior
3300936;RJ - CARAPEBUS;RJ - Carapebus;V.tal;3300936;RJ;CARAPEBUS;RJ - CARAPEBUS;08. SP/RJ-Interior
3300902;RJ - CAMBUCI;RJ - Cambuci;V.tal;3300902;RJ;CAMBUCI;RJ - CAMBUCI;08. SP/RJ-Interior
3300803;RJ - CACHOEIRAS DE MACACU;RJ - Cachoeiras de Macacu;V.tal;3300803;RJ;CACHOEIRAS DE MACACU;RJ - CACHOEIRAS DE MACACU;08. SP/RJ-Interior
3300704;RJ - CABO FRIO;RJ - Cabo Frio;V.tal;3300704;RJ;CABO FRIO;RJ - CABO FRIO;08. SP/RJ-Interior
3300605;RJ - BOM JESUS DO ITABAPOANA;RJ - Bom Jesus do Itabapoana;V.tal;3300605;RJ;BOM JESUS DO ITABAPOANA;RJ - BOM JESUS DO ITABAPOANA;08. SP/RJ-Interior
3300506;RJ - BOM JARDIM;RJ - Bom Jardim;V.tal;3300506;RJ;BOM JARDIM;RJ - BOM JARDIM;08. SP/RJ-Interior
3300456;RJ - BELFORD ROXO;RJ - Belford Roxo;V.tal;3300456;RJ;BELFORD ROXO;RJ - BELFORD ROXO;13. RJ-Metro
3300407;RJ - BARRA MANSA;RJ - Barra Mansa;V.tal;3300407;RJ;BARRA MANSA;RJ - BARRA MANSA;08. SP/RJ-Interior
3300308;RJ - BARRA DO PIRAI;RJ - Barra do Piraí;V.tal;3300308;RJ;BARRA DO PIRAI;RJ - BARRA DO PIRAI;08. SP/RJ-Interior
3300258;RJ - ARRAIAL DO CABO;RJ - Arraial do Cabo;V.tal;3300258;RJ;ARRAIAL DO CABO;RJ - ARRAIAL DO CABO;08. SP/RJ-Interior
3300233;RJ - ARMACAO DOS BUZIOS;RJ - Armação dos Búzios;V.tal;3300233;RJ;ARMACAO DOS BUZIOS;RJ - ARMACAO DOS BUZIOS;08. SP/RJ-Interior
3300225;RJ - AREAL;RJ - Areal;V.tal;3300225;RJ;AREAL;RJ - AREAL;08. SP/RJ-Interior
3300209;RJ - ARARUAMA;RJ - Araruama;V.tal;3300209;RJ;ARARUAMA;RJ - ARARUAMA;08. SP/RJ-Interior
3300159;RJ - APERIBE;RJ - Aperibé;V.tal;3300159;RJ;APERIBE;RJ - APERIBE;08. SP/RJ-Interior
3300100;RJ - ANGRA DOS REIS;RJ - Angra dos Reis;V.tal;3300100;RJ;ANGRA DOS REIS;RJ - ANGRA DOS REIS;08. SP/RJ-Interior
3205309;ES - VITORIA;ES - Vitória;V.tal;3205309;ES;VITORIA;ES - VITORIA;06. PR/ES-Capital
3205200;ES - VILA VELHA;ES - Vila Velha;V.tal;3205200;ES;VILA VELHA;ES - VILA VELHA;14. SC/ES/PR/MG - zona de interesse
3205176;ES - VILA VALERIO;ES - Vila Valério;Fora do perimetro;3205176;ES;VILA VALERIO;ES - VILA VALERIO;FORA DO PERIMETRO VTAL
3205150;ES - VILA PAVAO;ES - Vila Pavão;V.tal;3205150;ES;VILA PAVAO;ES - VILA PAVAO;09. SC/ES-Interior
3205101;ES - VIANA;ES - Viana;V.tal;3205101;ES;VIANA;ES - VIANA;14. SC/ES/PR/MG - zona de interesse
3205069;ES - VENDA NOVA DO IMIGRANTE;ES - Venda Nova do Imigrante;V.tal;3205069;ES;VENDA NOVA DO IMIGRANTE;ES - VENDA NOVA DO IMIGRANTE;09. SC/ES-Interior
3205036;ES - VARGEM ALTA;ES - Vargem Alta;Fora do perimetro;3205036;ES;VARGEM ALTA;ES - VARGEM ALTA;FORA DO PERIMETRO VTAL
3205010;ES - SOORETAMA;ES - Sooretama;V.tal;3205010;ES;SOORETAMA;ES - SOORETAMA;09. SC/ES-Interior
3205002;ES - SERRA;ES - Serra;V.tal;3205002;ES;SERRA;ES - SERRA;14. SC/ES/PR/MG - zona de interesse
3204955;ES - SAO ROQUE DO CANAA;ES - São Roque do Canaã;V.tal;3204955;ES;SAO ROQUE DO CANAA;ES - SAO ROQUE DO CANAA;09. SC/ES-Interior
3204906;ES - SAO MATEUS;ES - São Mateus;V.tal;3204906;ES;SAO MATEUS;ES - SAO MATEUS;09. SC/ES-Interior
3204807;ES - SAO JOSE DO CALCADO;ES - São José do Calçado;V.tal;3204807;ES;SAO JOSE DO CALCADO;ES - SAO JOSE DO CALCADO;09. SC/ES-Interior
3204708;ES - SAO GABRIEL DA PALHA;ES - São Gabriel da Palha;V.tal;3204708;ES;SAO GABRIEL DA PALHA;ES - SAO GABRIEL DA PALHA;14. SC/ES/PR/MG - zona de interesse
3204658;ES - SAO DOMINGOS DO NORTE;ES - São Domingos do Norte;V.tal;3204658;ES;SAO DOMINGOS DO NORTE;ES - SAO DOMINGOS DO NORTE;09. SC/ES-Interior
3204609;ES - SANTA TERESA;ES - Santa Teresa;Fora do perimetro;3204609;ES;SANTA TERESA;ES - SANTA TERESA;FORA DO PERIMETRO VTAL
3204559;ES - SANTA MARIA DE JETIBA;ES - Santa Maria de Jetibá;Fora do perimetro;3204559;ES;SANTA MARIA DE JETIBA;ES - SANTA MARIA DE JETIBA;FORA DO PERIMETRO VTAL
3204500;ES - SANTA LEOPOLDINA;ES - Santa Leopoldina;Fora do perimetro;3204500;ES;SANTA LEOPOLDINA;ES - SANTA LEOPOLDINA;FORA DO PERIMETRO VTAL
3204401;ES - RIO NOVO DO SUL;ES - Rio Novo do Sul;V.tal;3204401;ES;RIO NOVO DO SUL;ES - RIO NOVO DO SUL;09. SC/ES-Interior
3204351;ES - RIO BANANAL;ES - Rio Bananal;Fora do perimetro;3204351;ES;RIO BANANAL;ES - RIO BANANAL;FORA DO PERIMETRO VTAL
3204302;ES - PRESIDENTE KENNEDY;ES - Presidente Kennedy;Fora do perimetro;3204302;ES;PRESIDENTE KENNEDY;ES - PRESIDENTE KENNEDY;FORA DO PERIMETRO VTAL
3204252;ES - PONTO BELO;ES - Ponto Belo;Fora do perimetro;3204252;ES;PONTO BELO;ES - PONTO BELO;FORA DO PERIMETRO VTAL
3204203;ES - PIUMA;ES - Piúma;V.tal;3204203;ES;PIUMA;ES - PIUMA;09. SC/ES-Interior
3204104;ES - PINHEIROS;ES - Pinheiros;Fora do perimetro;3204104;ES;PINHEIROS;ES - PINHEIROS;FORA DO PERIMETRO VTAL
3204054;ES - PEDRO CANARIO;ES - Pedro Canário;V.tal;3204054;ES;PEDRO CANARIO;ES - PEDRO CANARIO;09. SC/ES-Interior
3204005;ES - PANCAS;ES - Pancas;Fora do perimetro;3204005;ES;PANCAS;ES - PANCAS;FORA DO PERIMETRO VTAL
3203908;ES - NOVA VENECIA;ES - Nova Venécia;V.tal;3203908;ES;NOVA VENECIA;ES - NOVA VENECIA;14. SC/ES/PR/MG - zona de interesse
3203809;ES - MUQUI;ES - Muqui;Fora do perimetro;3203809;ES;MUQUI;ES - MUQUI;FORA DO PERIMETRO VTAL
3203700;ES - MUNIZ FREIRE;ES - Muniz Freire;Fora do perimetro;3203700;ES;MUNIZ FREIRE;ES - MUNIZ FREIRE;FORA DO PERIMETRO VTAL
3203601;ES - MUCURICI;ES - Mucurici;Fora do perimetro;3203601;ES;MUCURICI;ES - MUCURICI;FORA DO PERIMETRO VTAL
3203502;ES - MONTANHA;ES - Montanha;Fora do perimetro;3203502;ES;MONTANHA;ES - MONTANHA;FORA DO PERIMETRO VTAL
3203403;ES - MIMOSO DO SUL;ES - Mimoso do Sul;Fora do perimetro;3203403;ES;MIMOSO DO SUL;ES - MIMOSO DO SUL;FORA DO PERIMETRO VTAL
3203353;ES - MARILANDIA;ES - Marilândia;Fora do perimetro;3203353;ES;MARILANDIA;ES - MARILANDIA;FORA DO PERIMETRO VTAL
3203346;ES - MARECHAL FLORIANO;ES - Marechal Floriano;V.tal;3203346;ES;MARECHAL FLORIANO;ES - MARECHAL FLORIANO;09. SC/ES-Interior
