IBGE;Chave Sem Acento;Chave Com Acento;Perímetro;IBGE;UF;MUNICIPIOS;CONCAT;Tabela Regional
3203320;ES - MARATAIZES;ES - Marataízes;V.tal;3203320;ES;MARATAIZES;ES - MARATAIZES;09. SC/ES-Interior
3203304;ES - MANTENOPOLIS;ES - Mantenópolis;Fora do perimetro;3203304;ES;MANTENOPOLIS;ES - MANTENOPOLIS;FORA DO PERIMETRO VTAL
3203205;ES - LINHARES;ES - Linhares;V.tal;3203205;ES;LINHARES;ES - LINHARES;09. SC/ES-Interior
3203163;ES - LARANJA DA TERRA;ES - Laranja da Terra;Fora do perimetro;3203163;ES;LARANJA DA TERRA;ES - LARANJA DA TERRA;FORA DO PERIMETRO VTAL
3203130;ES - JOAO NEIVA;ES - João Neiva;V.tal;3203130;ES;JOAO NEIVA;ES - JOAO NEIVA;09. SC/ES-Interior
3203106;ES - JERONIMO MONTEIRO;ES - Jerônimo Monteiro;V.tal;3203106;ES;JERONIMO MONTEIRO;ES - JERONIMO MONTEIRO;09. SC/ES-Interior
3203056;ES - JAGUARE;ES - Jaguaré;V.tal;3203056;ES;JAGUARE;ES - JAGUARE;09. SC/ES-Interior
3203007;ES - IUNA;ES - Iúna;Fora do perimetro;3203007;ES;IUNA;ES - IUNA;FORA DO PERIMETRO VTAL
3202900;ES - ITARANA;ES - Itarana;Fora do perimetro;3202900;ES;ITARANA;ES - ITARANA;FORA DO PERIMETRO VTAL
3202801;ES - ITAPEMIRIM;ES - Itapemirim;V.tal;3202801;ES;ITAPEMIRIM;ES - ITAPEMIRIM;09. SC/ES-Interior
3202702;ES - ITAGUACU;ES - Itaguaçu;Fora do perimetro;3202702;ES;ITAGUACU;ES - ITAGUACU;FORA DO PERIMETRO VTAL
3202652;ES - IRUPI;ES - Irupi;Fora do perimetro;3202652;ES;IRUPI;ES - IRUPI;FORA DO PERIMETRO VTAL
3202603;ES - ICONHA;ES - Iconha;V.tal;3202603;ES;ICONHA;ES - ICONHA;09. SC/ES-Interior
3202553;ES - IBITIRAMA;ES - Ibitirama;Fora do perimetro;3202553;ES;IBITIRAMA;ES - IBITIRAMA;FORA DO PERIMETRO VTAL
3202504;ES - IBIRACU;ES - Ibiraçu;V.tal;3202504;ES;IBIRACU;ES - IBIRACU;09. SC/ES-Interior
3202454;ES - IBATIBA;ES - Ibatiba;Fora do perimetro;3202454;ES;IBATIBA;ES - IBATIBA;FORA DO PERIMETRO VTAL
3202405;ES - GUARAPARI;ES - Guarapari;V.tal;3202405;ES;GUARAPARI;ES - GUARAPARI;14. SC/ES/PR/MG - zona de interesse
3202306;ES - GUACUI;ES - Guaçuí;V.tal;3202306;ES;GUACUI;ES - GUACUI;09. SC/ES-Interior
3202256;ES - GOVERNADOR LINDENBERG;ES - Governador Lindenberg;Fora do perimetro;3202256;ES;GOVERNADOR LINDENBERG;ES - GOVERNADOR LINDENBERG;FORA DO PERIMETRO VTAL
3202207;ES - FUNDAO;ES - Fundão;V.tal;3202207;ES;FUNDAO;ES - FUNDAO;09. SC/ES-Interior
3202108;ES - ECOPORANGA;ES - Ecoporanga;Fora do perimetro;3202108;ES;ECOPORANGA;ES - ECOPORANGA;FORA DO PERIMETRO VTAL
3202009;ES - DORES DO RIO PRETO;ES - Dores do Rio Preto;Fora do perimetro;3202009;ES;DORES DO RIO PRETO;ES - DORES DO RIO PRETO;FORA DO PERIMETRO VTAL
3201902;ES - DOMINGOS MARTINS;ES - Domingos Martins;V.tal;3201902;ES;DOMINGOS MARTINS;ES - DOMINGOS MARTINS;09. SC/ES-Interior
3201803;ES - DIVINO DE SAO LOURENCO;ES - Divino de São Lourenço;Fora do perimetro;3201803;ES;DIVINO DE SAO LOURENCO;ES - DIVINO DE SAO LOURENCO;FORA DO PERIMETRO VTAL
3201704;ES - CONCEICAO DO CASTELO;ES - Conceição do Castelo;V.tal;3201704;ES;CONCEICAO DO CASTELO;ES - CONCEICAO DO CASTELO;09. SC/ES-Interior
3201605;ES - CONCEICAO DA BARRA;ES - Conceição da Barra;Fora do perimetro;3201605;ES;CONCEICAO DA BARRA;ES - CONCEICAO DA BARRA;FORA DO PERIMETRO VTAL
3201506;ES - COLATINA;ES - Colatina;V.tal;3201506;ES;COLATINA;ES - COLATINA;09. SC/ES-Interior
3201407;ES - CASTELO;ES - Castelo;V.tal;3201407;ES;CASTELO;ES - CASTELO;09. SC/ES-Interior
3201308;ES - CARIACICA;ES - Cariacica;V.tal;3201308;ES;CARIACICA;ES - CARIACICA;14. SC/ES/PR/MG - zona de interesse
3201209;ES - CACHOEIRO DE ITAPEMIRIM;ES - Cachoeiro de Itapemirim;V.tal;3201209;ES;CACHOEIRO DE ITAPEMIRIM;ES - CACHOEIRO DE ITAPEMIRIM;14. SC/ES/PR/MG - zona de interesse
3201159;ES - BREJETUBA;ES - Brejetuba;Fora do perimetro;3201159;ES;BREJETUBA;ES - BREJETUBA;FORA DO PERIMETRO VTAL
3201100;ES - BOM JESUS DO NORTE;ES - Bom Jesus do Norte;V.tal;3201100;ES;BOM JESUS DO NORTE;ES - BOM JESUS DO NORTE;09. SC/ES-Interior
3201001;ES - BOA ESPERANCA;ES - Boa Esperança;Fora do perimetro;3201001;ES;BOA ESPERANCA;ES - BOA ESPERANCA;FORA DO PERIMETRO VTAL
3200904;ES - BARRA DE SAO FRANCISCO;ES - Barra de São Francisco;V.tal;3200904;ES;BARRA DE SAO FRANCISCO;ES - BARRA DE SAO FRANCISCO;09. SC/ES-Interior
3200805;ES - BAIXO GUANDU;ES - Baixo Guandu;V.tal;3200805;ES;BAIXO GUANDU;ES - BAIXO GUANDU;09. SC/ES-Interior
3200706;ES - ATILIO VIVACQUA;ES - Atilio Vivacqua;V.tal;3200706;ES;ATILIO VIVACQUA;ES - ATILIO VIVACQUA;09. SC/ES-Interior
3200607;ES - ARACRUZ;ES - Aracruz;V.tal;3200607;ES;ARACRUZ;ES - ARACRUZ;09. SC/ES-Interior
3200508;ES - APIACA;ES - Apiacá;Fora do perimetro;3200508;ES;APIACA;ES - APIACA;FORA DO PERIMETRO VTAL
3200409;ES - ANCHIETA;ES - Anchieta;V.tal;3200409;ES;ANCHIETA;ES - ANCHIETA;09. SC/ES-Interior
3200359;ES - ALTO RIO NOVO;ES - Alto Rio Novo;Fora do perimetro;3200359;ES;ALTO RIO NOVO;ES - ALTO RIO NOVO;FORA DO PERIMETRO VTAL
3200300;ES - ALFREDO CHAVES;ES - Alfredo Chaves;Fora do perimetro;3200300;ES;ALFREDO CHAVES;ES - ALFREDO CHAVES;FORA DO PERIMETRO VTAL
3200201;ES - ALEGRE;ES - Alegre;V.tal;3200201;ES;ALEGRE;ES - ALEGRE;09. SC/ES-Interior
3200169;ES - AGUA DOCE DO NORTE;ES - Água Doce do Norte;Fora do perimetro;3200169;ES;AGUA DOCE DO NORTE;ES - AGUA DOCE DO NORTE;FORA DO PERIMETRO VTAL
3200136;ES - AGUIA BRANCA;ES - Águia Branca;V.tal;3200136;ES;AGUIA BRANCA;ES - AGUIA BRANCA;09. SC/ES-Interior
3200102;ES - AFONSO CLAUDIO;ES - Afonso Cláudio;Fora do perimetro;3200102;ES;AFONSO CLAUDIO;ES - AFONSO CLAUDIO;FORA DO PERIMETRO VTAL
3172202;MG - WENCESLAU BRAZ;MG - Wenceslau Braz;Fora do perimetro;3172202;MG;WENCESLAU BRAZ;MG - WENCESLAU BRAZ;FORA DO PERIMETRO VTAL
3172103;MG - VOLTA GRANDE;MG - Volta Grande;Fora do perimetro;3172103;MG;VOLTA GRANDE;MG - VOLTA GRANDE;FORA DO PERIMETRO VTAL
3172004;MG - VISCONDE DO RIO BRANCO;MG - Visconde do Rio Branco;V.tal;3172004;MG;VISCONDE DO RIO BRANCO;MG - VISCONDE DO RIO BRANCO;11. PR/MG/RS-Interior
3171907;MG - VIRGOLANDIA;MG - Virgolândia;Fora do perimetro;3171907;MG;VIRGOLANDIA;MG - VIRGOLANDIA;FORA DO PERIMETRO VTAL
3171808;MG - VIRGINOPOLIS;MG - Virginópolis;Fora do perimetro;3171808;MG;VIRGINOPOLIS;MG - VIRGINOPOLIS;FORA DO PERIMETRO VTAL
3171709;MG - VIRGINIA;MG - Virgínia;Fora do perimetro;3171709;MG;VIRGINIA;MG - VIRGINIA;FORA DO PERIMETRO VTAL
3171600;MG - VIRGEM DA LAPA;MG - Virgem da Lapa;Fora do perimetro;3171600;MG;VIRGEM DA LAPA;MG - VIRGEM DA LAPA;FORA DO PERIMETRO VTAL
3171501;MG - MATHIAS LOBATO;MG - Mathias Lobato;Fora do perimetro;3171501;MG;MATHIAS LOBATO;MG - MATHIAS LOBATO;FORA DO PERIMETRO VTAL
3171402;MG - VIEIRAS;MG - Vieiras;Fora do perimetro;3171402;MG;VIEIRAS;MG - VIEIRAS;FORA DO PERIMETRO VTAL
3171303;MG - VICOSA;MG - Viçosa;V.tal;3171303;MG;VICOSA;MG - VICOSA;11. PR/MG/RS-Interior
3171204;MG - VESPASIANO;MG - Vespasiano;V.tal;3171204;MG;VESPASIANO;MG - VESPASIANO;11. PR/MG/RS-Interior
3171154;MG - VERMELHO NOVO;MG - Vermelho Novo;Fora do perimetro;3171154;MG;VERMELHO NOVO;MG - VERMELHO NOVO;FORA DO PERIMETRO VTAL
3171105;MG - VERISSIMO;MG - Veríssimo;Fora do perimetro;3171105;MG;VERISSIMO;MG - VERISSIMO;FORA DO PERIMETRO VTAL
3171071;MG - VEREDINHA;MG - Veredinha;Fora do perimetro;3171071;MG;VEREDINHA;MG - VEREDINHA;FORA DO PERIMETRO VTAL
3171030;MG - VERDELANDIA;MG - Verdelândia;Fora do perimetro;3171030;MG;VERDELANDIA;MG - VERDELANDIA;FORA DO PERIMETRO VTAL
3171006;MG - VAZANTE;MG - Vazante;Fora do perimetro;3171006;MG;VAZANTE;MG - VAZANTE;FORA DO PERIMETRO VTAL
3170909;MG - VARZELANDIA;MG - Varzelândia;Fora do perimetro;3170909;MG;VARZELANDIA;MG - VARZELANDIA;FORA DO PERIMETRO VTAL
3170800;MG - VARZEA DA PALMA;MG - Várzea da Palma;Fora do perimetro;3170800;MG;VARZEA DA PALMA;MG - VARZEA DA PALMA;FORA DO PERIMETRO VTAL
3170750;MG - VARJAO DE MINAS;MG - Varjão de Minas;Fora do perimetro;3170750;MG;VARJAO DE MINAS;MG - VARJAO DE MINAS;FORA DO PERIMETRO VTAL
3170701;MG - VARGINHA;MG - Varginha;V.tal;3170701;MG;VARGINHA;MG - VARGINHA;14. SC/ES/PR/MG - zona de interesse
3170651;MG - VARGEM GRANDE DO RIO PARDO;MG - Vargem Grande do Rio Pardo;Fora do perimetro;3170651;MG;VARGEM GRANDE DO RIO PARDO;MG - VARGEM GRANDE DO RIO PARDO;FORA DO PERIMETRO VTAL
3170602;MG - VARGEM BONITA;MG - Vargem Bonita;Fora do perimetro;3170602;MG;VARGEM BONITA;MG - VARGEM BONITA;FORA DO PERIMETRO VTAL
3170578;MG - VARGEM ALEGRE;MG - Vargem Alegre;Fora do perimetro;3170578;MG;VARGEM ALEGRE;MG - VARGEM ALEGRE;FORA DO PERIMETRO VTAL
3170529;MG - URUCUIA;MG - Urucuia;Fora do perimetro;3170529;MG;URUCUIA;MG - URUCUIA;FORA DO PERIMETRO VTAL
3170503;MG - URUCANIA;MG - Urucânia;Fora do perimetro;3170503;MG;URUCANIA;MG - URUCANIA;FORA DO PERIMETRO VTAL
3170479;MG - URUANA DE MINAS;MG - Uruana de Minas;Fora do perimetro;3170479;MG;URUANA DE MINAS;MG - URUANA DE MINAS;FORA DO PERIMETRO VTAL
3170438;MG - UNIAO DE MINAS;MG - União de Minas;Fora do perimetro;3170438;MG;UNIAO DE MINAS;MG - UNIAO DE MINAS;FORA DO PERIMETRO VTAL
3170404;MG - UNAI;MG - Unaí;Fora do perimetro;3170404;MG;UNAI;MG - UNAI;FORA DO PERIMETRO VTAL
3170305;MG - UMBURATIBA;MG - Umburatiba;Fora do perimetro;3170305;MG;UMBURATIBA;MG - UMBURATIBA;FORA DO PERIMETRO VTAL
3170206;MG - UBERLANDIA;MG - Uberlândia;V.tal;3170206;MG;UBERLANDIA;MG - UBERLANDIA;11. PR/MG/RS-Interior
3170107;MG - UBERABA;MG - Uberaba;V.tal;3170107;MG;UBERABA;MG - UBERABA;11. PR/MG/RS-Interior
3170057;MG - UBAPORANGA;MG - Ubaporanga;Fora do perimetro;3170057;MG;UBAPORANGA;MG - UBAPORANGA;FORA DO PERIMETRO VTAL
3170008;MG - UBAI;MG - Ubaí;Fora do perimetro;3170008;MG;UBAI;MG - UBAI;FORA DO PERIMETRO VTAL
3169901;MG - UBA;MG - Ubá;V.tal;3169901;MG;UBA;MG - UBA;14. SC/ES/PR/MG - zona de interesse
3169802;MG - TURVOLANDIA;MG - Turvolândia;Fora do perimetro;3169802;MG;TURVOLANDIA;MG - TURVOLANDIA;FORA DO PERIMETRO VTAL
3169703;MG - TURMALINA;MG - Turmalina;Fora do perimetro;3169703;MG;TURMALINA;MG - TURMALINA;FORA DO PERIMETRO VTAL
3169604;MG - TUPACIGUARA;MG - Tupaciguara;Fora do perimetro;3169604;MG;TUPACIGUARA;MG - TUPACIGUARA;FORA DO PERIMETRO VTAL
3169505;MG - TUMIRITINGA;MG - Tumiritinga;Fora do perimetro;3169505;MG;TUMIRITINGA;MG - TUMIRITINGA;FORA DO PERIMETRO VTAL
3169406;MG - TRES PONTAS;MG - Três Pontas;V.tal;3169406;MG;TRES PONTAS;MG - TRES PONTAS;11. PR/MG/RS-Interior
3169356;MG - TRES MARIAS;MG - Três Marias;V.tal;3169356;MG;TRES MARIAS;MG - TRES MARIAS;11. PR/MG/RS-Interior
3169307;MG - TRES CORACOES;MG - Três Corações;V.tal;3169307;MG;TRES CORACOES;MG - TRES CORACOES;11. PR/MG/RS-Interior
3169208;MG - TOMBOS;MG - Tombos;Fora do perimetro;3169208;MG;TOMBOS;MG - TOMBOS;FORA DO PERIMETRO VTAL
3169109;MG - TOLEDO;MG - Toledo;Fora do perimetro;3169109;MG;TOLEDO;MG - TOLEDO;FORA DO PERIMETRO VTAL
3169059;MG - TOCOS DO MOJI;MG - Tocos do Moji;Fora do perimetro;3169059;MG;TOCOS DO MOJI;MG - TOCOS DO MOJI;FORA DO PERIMETRO VTAL
3169000;MG - TOCANTINS;MG - Tocantins;V.tal;3169000;MG;TOCANTINS;MG - TOCANTINS;11. PR/MG/RS-Interior
3168903;MG - TIROS;MG - Tiros;Fora do perimetro;3168903;MG;TIROS;MG - TIROS;FORA DO PERIMETRO VTAL
3168804;MG - TIRADENTES;MG - Tiradentes;V.tal;3168804;MG;TIRADENTES;MG - TIRADENTES;11. PR/MG/RS-Interior
3168705;MG - TIMOTEO;MG - Timóteo;V.tal;3168705;MG;TIMOTEO;MG - TIMOTEO;14. SC/ES/PR/MG - zona de interesse
3168606;MG - TEOFILO OTONI;MG - Teófilo Otoni;V.tal;3168606;MG;TEOFILO OTONI;MG - TEOFILO OTONI;11. PR/MG/RS-Interior
3168507;MG - TEIXEIRAS;MG - Teixeiras;V.tal;3168507;MG;TEIXEIRAS;MG - TEIXEIRAS;11. PR/MG/RS-Interior
3168408;MG - TARUMIRIM;MG - Tarumirim;Fora do perimetro;3168408;MG;TARUMIRIM;MG - TARUMIRIM;FORA DO PERIMETRO VTAL
3168309;MG - TAQUARACU DE MINAS;MG - Taquaraçu de Minas;Fora do perimetro;3168309;MG;TAQUARACU DE MINAS;MG - TAQUARACU DE MINAS;FORA DO PERIMETRO VTAL
3168200;MG - TAPIRAI;MG - Tapiraí;V.tal;3168200;MG;TAPIRAI;MG - TAPIRAI;11. PR/MG/RS-Interior
3168101;MG - TAPIRA;MG - Tapira;Fora do perimetro;3168101;MG;TAPIRA;MG - TAPIRA;FORA DO PERIMETRO VTAL
3168051;MG - TAPARUBA;MG - Taparuba;Fora do perimetro;3168051;MG;TAPARUBA;MG - TAPARUBA;FORA DO PERIMETRO VTAL
3168002;MG - TAIOBEIRAS;MG - Taiobeiras;Fora do perimetro;3168002;MG;TAIOBEIRAS;MG - TAIOBEIRAS;FORA DO PERIMETRO VTAL
3167905;MG - TABULEIRO;MG - Tabuleiro;Fora do perimetro;3167905;MG;TABULEIRO;MG - TABULEIRO;FORA DO PERIMETRO VTAL
3167806;MG - SOLEDADE DE MINAS;MG - Soledade de Minas;V.tal;3167806;MG;SOLEDADE DE MINAS;MG - SOLEDADE DE MINAS;11. PR/MG/RS-Interior
3167707;MG - SOBRALIA;MG - Sobrália;Fora do perimetro;3167707;MG;SOBRALIA;MG - SOBRALIA;FORA DO PERIMETRO VTAL
3167608;MG - SIMONESIA;MG - Simonésia;Fora do perimetro;3167608;MG;SIMONESIA;MG - SIMONESIA;FORA DO PERIMETRO VTAL
3167509;MG - SIMAO PEREIRA;MG - Simão Pereira;V.tal;3167509;MG;SIMAO PEREIRA;MG - SIMAO PEREIRA;11. PR/MG/RS-Interior
3167400;MG - SILVIANOPOLIS;MG - Silvianópolis;Fora do perimetro;3167400;MG;SILVIANOPOLIS;MG - SILVIANOPOLIS;FORA DO PERIMETRO VTAL
3167301;MG - SILVEIRANIA;MG - Silveirânia;V.tal;3167301;MG;SILVEIRANIA;MG - SILVEIRANIA;11. PR/MG/RS-Interior
3167202;MG - SETE LAGOAS;MG - Sete Lagoas;V.tal;3167202;MG;SETE LAGOAS;MG - SETE LAGOAS;14. SC/ES/PR/MG - zona de interesse
3167103;MG - SERRO;MG - Serro;Fora do perimetro;3167103;MG;SERRO;MG - SERRO;FORA DO PERIMETRO VTAL
3167004;MG - SERRANOS;MG - Serranos;V.tal;3167004;MG;SERRANOS;MG - SERRANOS;11. PR/MG/RS-Interior
3166956;MG - SERRANOPOLIS DE MINAS;MG - Serranópolis de Minas;Fora do perimetro;3166956;MG;SERRANOPOLIS DE MINAS;MG - SERRANOPOLIS DE MINAS;FORA DO PERIMETRO VTAL
3166907;MG - SERRANIA;MG - Serrania;Fora do perimetro;3166907;MG;SERRANIA;MG - SERRANIA;FORA DO PERIMETRO VTAL
3166808;MG - SERRA DO SALITRE;MG - Serra do Salitre;Fora do perimetro;3166808;MG;SERRA DO SALITRE;MG - SERRA DO SALITRE;FORA DO PERIMETRO VTAL
3166709;MG - SERRA DOS AIMORES;MG - Serra dos Aimorés;Fora do perimetro;3166709;MG;SERRA DOS AIMORES;MG - SERRA DOS AIMORES;FORA DO PERIMETRO VTAL
3166600;MG - SERRA DA SAUDADE;MG - Serra da Saudade;Fora do perimetro;3166600;MG;SERRA DA SAUDADE;MG - SERRA DA SAUDADE;FORA DO PERIMETRO VTAL
3166501;MG - SERRA AZUL DE MINAS;MG - Serra Azul de Minas;Fora do perimetro;3166501;MG;SERRA AZUL DE MINAS;MG - SERRA AZUL DE MINAS;FORA DO PERIMETRO VTAL
3166402;MG - SERITINGA;MG - Seritinga;V.tal;3166402;MG;SERITINGA;MG - SERITINGA;11. PR/MG/RS-Interior
3166303;MG - SERICITA;MG - Sericita;Fora do perimetro;3166303;MG;SERICITA;MG - SERICITA;FORA DO PERIMETRO VTAL
3166204;MG - SENHORA DOS REMEDIOS;MG - Senhora dos Remédios;Fora do perimetro;3166204;MG;SENHORA DOS REMEDIOS;MG - SENHORA DOS REMEDIOS;FORA DO PERIMETRO VTAL
3166105;MG - SENHORA DO PORTO;MG - Senhora do Porto;Fora do perimetro;3166105;MG;SENHORA DO PORTO;MG - SENHORA DO PORTO;FORA DO PERIMETRO VTAL
3166006;MG - SENHORA DE OLIVEIRA;MG - Senhora de Oliveira;Fora do perimetro;3166006;MG;SENHORA DE OLIVEIRA;MG - SENHORA DE OLIVEIRA;FORA DO PERIMETRO VTAL
3165909;MG - SENADOR MODESTINO GONCALVES;MG - Senador Modestino Gonçalves;Fora do perimetro;3165909;MG;SENADOR MODESTINO GONCALVES;MG - SENADOR MODESTINO GONCALVES;FORA DO PERIMETRO VTAL
3165800;MG - SENADOR JOSE BENTO;MG - Senador José Bento;Fora do perimetro;3165800;MG;SENADOR JOSE BENTO;MG - SENADOR JOSE BENTO;FORA DO PERIMETRO VTAL
3165701;MG - SENADOR FIRMINO;MG - Senador Firmino;Fora do perimetro;3165701;MG;SENADOR FIRMINO;MG - SENADOR FIRMINO;FORA DO PERIMETRO VTAL
3165602;MG - SENADOR CORTES;MG - Senador Cortes;Fora do perimetro;3165602;MG;SENADOR CORTES;MG - SENADOR CORTES;FORA DO PERIMETRO VTAL
3165578;MG - SENADOR AMARAL;MG - Senador Amaral;Fora do perimetro;3165578;MG;SENADOR AMARAL;MG - SENADOR AMARAL;FORA DO PERIMETRO VTAL
3165560;MG - SEM PEIXE;#N/D;Fora do perimetro;3165560;MG;SEM PEIXE;MG - SEM PEIXE;FORA DO PERIMETRO VTAL
3165552;MG - SETUBINHA;MG - Setubinha;Fora do perimetro;3165552;MG;SETUBINHA;MG - SETUBINHA;FORA DO PERIMETRO VTAL
3165537;MG - SARZEDO;MG - Sarzedo;V.tal;3165537;MG;SARZEDO;MG - SARZEDO;11. PR/MG/RS-Interior
3165503;MG - SARDOA;MG - Sardoá;Fora do perimetro;3165503;MG;SARDOA;MG - SARDOA;FORA DO PERIMETRO VTAL
3165404;MG - SAPUCAI MIRIM;#N/D;Fora do perimetro;3165404;MG;SAPUCAI MIRIM;MG - SAPUCAI MIRIM;FORA DO PERIMETRO VTAL
3165305;MG - SAO VICENTE DE MINAS;MG - São Vicente de Minas;Fora do perimetro;3165305;MG;SAO VICENTE DE MINAS;MG - SAO VICENTE DE MINAS;FORA DO PERIMETRO VTAL
3165206;MG - SAO THOME DAS LETRAS;MG - São Thomé das Letras;Fora do perimetro;3165206;MG;SAO THOME DAS LETRAS;MG - SAO THOME DAS LETRAS;FORA DO PERIMETRO VTAL
3165107;MG - SAO TOMAS DE AQUINO;MG - São Tomás de Aquino;Fora do perimetro;3165107;MG;SAO TOMAS DE AQUINO;MG - SAO TOMAS DE AQUINO;FORA DO PERIMETRO VTAL
3165008;MG - SAO TIAGO;MG - São Tiago;Fora do perimetro;3165008;MG;SAO TIAGO;MG - SAO TIAGO;FORA DO PERIMETRO VTAL
3164902;MG - SAO SEBASTIAO DO RIO VERDE;MG - São Sebastião do Rio Verde;V.tal;3164902;MG;SAO SEBASTIAO DO RIO VERDE;MG - SAO SEBASTIAO DO RIO VERDE;11. PR/MG/RS-Interior
3164803;MG - SAO SEBASTIAO DO RIO PRETO;MG - São Sebastião do Rio Preto;Fora do perimetro;3164803;MG;SAO SEBASTIAO DO RIO PRETO;MG - SAO SEBASTIAO DO RIO PRETO;FORA DO PERIMETRO VTAL
3164704;MG - SAO SEBASTIAO DO PARAISO;MG - São Sebastião do Paraíso;V.tal;3164704;MG;SAO SEBASTIAO DO PARAISO;MG - SAO SEBASTIAO DO PARAISO;11. PR/MG/RS-Interior
3164605;MG - SAO SEBASTIAO DO OESTE;MG - São Sebastião do Oeste;Fora do perimetro;3164605;MG;SAO SEBASTIAO DO OESTE;MG - SAO SEBASTIAO DO OESTE;FORA DO PERIMETRO VTAL
3164506;MG - SAO SEBASTIAO DO MARANHAO;MG - São Sebastião do Maranhão;Fora do perimetro;3164506;MG;SAO SEBASTIAO DO MARANHAO;MG - SAO SEBASTIAO DO MARANHAO;FORA DO PERIMETRO VTAL
3164472;MG - SAO SEBASTIAO DO ANTA;MG - São Sebastião do Anta;Fora do perimetro;3164472;MG;SAO SEBASTIAO DO ANTA;MG - SAO SEBASTIAO DO ANTA;FORA DO PERIMETRO VTAL
3164431;MG - SAO SEBASTIAO DA VARGEM ALEGRE;MG - São Sebastião da Vargem Alegre;Fora do perimetro;3164431;MG;SAO SEBASTIAO DA VARGEM ALEGRE;MG - SAO SEBASTIAO DA VARGEM ALEGRE;FORA DO PERIMETRO VTAL
3164407;MG - SAO SEBASTIAO DA BELA VISTA;MG - São Sebastião da Bela Vista;V.tal;3164407;MG;SAO SEBASTIAO DA BELA VISTA;MG - SAO SEBASTIAO DA BELA VISTA;11. PR/MG/RS-Interior
3164308;MG - SAO ROQUE DE MINAS;MG - São Roque de Minas;Fora do perimetro;3164308;MG;SAO ROQUE DE MINAS;MG - SAO ROQUE DE MINAS;FORA DO PERIMETRO VTAL
3164209;MG - SAO ROMAO;MG - São Romão;Fora do perimetro;3164209;MG;SAO ROMAO;MG - SAO ROMAO;FORA DO PERIMETRO VTAL
3164100;MG - SAO PEDRO DO SUACUI;MG - São Pedro do Suaçuí;Fora do perimetro;3164100;MG;SAO PEDRO DO SUACUI;MG - SAO PEDRO DO SUACUI;FORA DO PERIMETRO VTAL
3164001;MG - SAO PEDRO DOS FERROS;MG - São Pedro dos Ferros;Fora do perimetro;3164001;MG;SAO PEDRO DOS FERROS;MG - SAO PEDRO DOS FERROS;FORA DO PERIMETRO VTAL
3163904;MG - SAO PEDRO DA UNIAO;MG - São Pedro da União;Fora do perimetro;3163904;MG;SAO PEDRO DA UNIAO;MG - SAO PEDRO DA UNIAO;FORA DO PERIMETRO VTAL
3163805;MG - SAO MIGUEL DO ANTA;MG - São Miguel do Anta;Fora do perimetro;3163805;MG;SAO MIGUEL DO ANTA;MG - SAO MIGUEL DO ANTA;FORA DO PERIMETRO VTAL
3163706;MG - SAO LOURENCO;MG - São Lourenço;V.tal;3163706;MG;SAO LOURENCO;MG - SAO LOURENCO;14. SC/ES/PR/MG - zona de interesse
3163607;MG - SAO JOSE DO MANTIMENTO;MG - São José do Mantimento;Fora do perimetro;3163607;MG;SAO JOSE DO MANTIMENTO;MG - SAO JOSE DO MANTIMENTO;FORA DO PERIMETRO VTAL
3163508;MG - SAO JOSE DO JACURI;MG - São José do Jacuri;Fora do perimetro;3163508;MG;SAO JOSE DO JACURI;MG - SAO JOSE DO JACURI;FORA DO PERIMETRO VTAL
3163409;MG - SAO JOSE DO GOIABAL;MG - São José do Goiabal;Fora do perimetro;3163409;MG;SAO JOSE DO GOIABAL;MG - SAO JOSE DO GOIABAL;FORA DO PERIMETRO VTAL
3163300;MG - SAO JOSE DO DIVINO;MG - São José do Divino;Fora do perimetro;3163300;MG;SAO JOSE DO DIVINO;MG - SAO JOSE DO DIVINO;FORA DO PERIMETRO VTAL
3163201;MG - SAO JOSE DO ALEGRE;MG - São José do Alegre;V.tal;3163201;MG;SAO JOSE DO ALEGRE;MG - SAO JOSE DO ALEGRE;11. PR/MG/RS-Interior
3163102;MG - SAO JOSE DA VARGINHA;MG - São José da Varginha;Fora do perimetro;3163102;MG;SAO JOSE DA VARGINHA;MG - SAO JOSE DA VARGINHA;FORA DO PERIMETRO VTAL
3163003;MG - SAO JOSE DA SAFIRA;MG - São José da Safira;Fora do perimetro;3163003;MG;SAO JOSE DA SAFIRA;MG - SAO JOSE DA SAFIRA;FORA DO PERIMETRO VTAL
3162955;MG - SAO JOSE DA LAPA;MG - São José da Lapa;V.tal;3162955;MG;SAO JOSE DA LAPA;MG - SAO JOSE DA LAPA;11. PR/MG/RS-Interior
3162948;MG - SAO JOSE DA BARRA;MG - São José da Barra;Fora do perimetro;3162948;MG;SAO JOSE DA BARRA;MG - SAO JOSE DA BARRA;FORA DO PERIMETRO VTAL
3162922;MG - SAO JOAQUIM DE BICAS;MG - São Joaquim de Bicas;V.tal;3162922;MG;SAO JOAQUIM DE BICAS;MG - SAO JOAQUIM DE BICAS;11. PR/MG/RS-Interior
3162906;MG - SAO JOAO NEPOMUCENO;MG - São João Nepomuceno;Fora do perimetro;3162906;MG;SAO JOAO NEPOMUCENO;MG - SAO JOAO NEPOMUCENO;FORA DO PERIMETRO VTAL
3162807;MG - SAO JOAO EVANGELISTA;MG - São João Evangelista;Fora do perimetro;3162807;MG;SAO JOAO EVANGELISTA;MG - SAO JOAO EVANGELISTA;FORA DO PERIMETRO VTAL
